nombre_original,nombre_normalizado,id,presentacion,tolerancia,match_catalogo,marca_catalogo,categoria_catalogo,precio_ref_catalogo,score,estatus
"PIÑA MIEL, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR AMARILLO, CON TONALIDADES AMARILLAS Y VERDES, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE Y JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL GRUESA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES. PRESENTACIÓN DE UNA BOLSA DE 1 KG A 1.250 KG",PINA MIEL,INS-046384B8C9,1 kg,,PINA MIEL,KG,FRUTAS Y VERDURAS,45.77,100,YA_EN_CATALOGO
"PIÑA, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR CAFÉ CON TONALIDADES AMARILLAS Y VERDES, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE Y JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL GRUESA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES.",PINA,INS-EA8E1B6907,,,PINA MIEL,KG,FRUTAS Y VERDURAS,45.77,90,YA_EN_CATALOGO
"PIÑÓN BLANCO, BOLSA CON 1 KG PRIMERA CALIDAD CON TOLERANCIA DE +/-10%",PINON,INS-37A6B4577A,1 kg,+/-10%,CHAMPINON DE PRIMERA,KG,FRUTAS Y VERDURAS,162.14,81,YA_EN_CATALOGO
"PIÑÓN ROSA, BOLSA CON 1 KG DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10%",PINON ROSA,INS-7E93151AD9,1 kg,+/-10%,,,,,61,FALTA_EN_CATALOGO
PIPIÁN VERDE EN PASTA HECHO DE SEMILLAS Y CHILES ARTESANAL TOLERANCIA DE +/-10%,PIPIAN VERDE PASTA HECHO SEMILLAS CHILES ARTESANAL,INS-EA15D8EFC4,,+/-10%,,,,,44,FALTA_EN_CATALOGO
"PIPICHA, ASPECTO: HOJAS ALARGADAS Y DELGADAS, SANAS, FRESCAS Y LISAS, SIN PRESENCIA DE HONGOS O PLAGAS, COLOR VERDE OSCURO BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y SUAVE CARACTERÍSTICO OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: HOJA DELGADA DE SUPERFICIE. PRESENTACIÓN DE UNA BOLSA DE 1 KG DESCRIPCIÓN",PIPICHA,INS-FE7C0855DE,1 kg,,PEPITA,A GRANEL,ABARROTES,169.41,62,REVISAR
"PISTACHE SECO CON CASCARA, LIMPIO, LIBRE DE PLAGA PRESENTACIÓN BOLSA DE 1 KILOGRAMO",PISTACHE SECO CASCARA LIMPIO,INS-A59D7F88B6,1 kilogramo,,PISTACHE LIMPIO,A GRANEL,ABARROTES,1180.32,92,YA_EN_CATALOGO
"PISTACHE SECO SIN CASCARA, LIMPIO, LIBRE DE PLAGA PRESENTACIÓN BOLSA DE 1 KG",PISTACHE SECO CASCARA LIMPIO,INS-883D0A858A,1 kg,,PISTACHE LIMPIO,A GRANEL,ABARROTES,1180.32,92,YA_EN_CATALOGO
"PITAHAYA, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, CASCARA COLOR MORADO, PULPA BLANCA O MORADA, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO ACIDULCE Y JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL GRUESA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG DE ACUERDO CON SU TEMPORADA",PITAHAYA,INS-F42BD6ABE3,1 kg,,,,,,55,FALTA_EN_CATALOGO
"PLÁTANO DOMINICO, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR AMARILLO UNIFORME, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE CREMOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL SEMI-GRUESA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PLATANO DOMINICO,INS-8A148B53AF,1 kg,,PLATANO DOMINICO,KG,FRUTAS Y VERDURAS,47.59,100,YA_EN_CATALOGO
"PLÁTANO MACHO, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR AMARILLO UNIFORME, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE CREMOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL SEMI-GRUESA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PLATANO MACHO,INS-70239896A0,1 kg,,PLATANO DOMINICO,KG,FRUTAS Y VERDURAS,47.59,74,REVISAR
"PLÁTANO TABASCO, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR AMARILLO UNIFORME, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE CREMOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL SEMI-GRUESA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PLATANO TABASCO,INS-48654DF3B7,1 kg,,PLATANO TABASCO,KG,FRUTAS Y VERDURAS,29.41,100,YA_EN_CATALOGO
"POLENTA PRECOCINADA, BOLSA CON 500 GR CON TOLERANCIA DE +/-10%",POLENTA PRECOCINADA,INS-79B1E72FFC,500 gr,+/-10%,,,,,49,FALTA_EN_CATALOGO
"POLVO DE PÁPRIKA, PRESENTACIÓN BOLSA DE 1 KG DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10% CUMPLIENDO LA NORMA: NMX-F-001-1982",PAPRIKA,INS-34BF63AB1E,1 kg,+/-10%,PAPRIKA (405 G),MC CORMICK,ABARROTES,145.43,100,YA_EN_CATALOGO
POLVO PARA PREPARAR BEBIDAS SABOR MANZANA CANELA DE 1.3KILOGRAMOS TOLERANCIA DE +/-10%,PREPARAR BEBIDAS SABOR MANZANA CANELA KILOGRAMOS,INS-8685663B1C,1.3 kilogramos,+/-10%,,,,,41,FALTA_EN_CATALOGO
POLVO PARA PREPARAR BEBIDAS SABOR TE CHAI DE 1.3KILOGRAMOS TOLERANCIA DE +/-10%,PREPARAR BEBIDAS SABOR TE CHAI KILOGRAMOS,INS-DB59601535,1.3 kilogramos,+/-10%,,,,,44,FALTA_EN_CATALOGO
POLVO PARA PREPARAR BEBIDAS SABOR VAINILLA DE 1.3KILOGRAMOS TOLERANCIA DE +/-10%,PREPARAR BEBIDAS SABOR VAINILLA KILOGRAMOS,INS-A67EA4C852,1.3 kilogramos,+/-10%,,,,,43,FALTA_EN_CATALOGO
"POLVO PARA PREPARAR FLAN A BASE DE LECHE, BOLSA CON 720 GR CON TOLERANCIA DE +/-10%",PREPARAR FLAN BASE LECHE,INS-0D02B5A882,720 gr,+/-10%,,,,,44,FALTA_EN_CATALOGO
"POLVO PARA PREPARAR GELATINA A BASE DE AGUA VARIOS SABORES, BOLSA CON 120 GR CON TOLERANCIA DE +/-10%",PREPARAR GELATINA BASE AGUA VARIOS SABORES,INS-F7103E092B,120 gr,+/-10%,,,,,47,FALTA_EN_CATALOGO
"POLVO PARA PREPARAR GELATINA A BASE DE LECHE VARIOS SABORES, BOLSA CON 120 GR CON TOLERANCIA DE +/-10%",PREPARAR GELATINA BASE LECHE VARIOS SABORES,INS-33CB46D0E2,120 gr,+/-10%,,,,,41,FALTA_EN_CATALOGO
"POLVO SAZONADOR PARA PALOMITAS SABOR MANTEQUILLA, PRESENTACIÓN EN BOTE DE 1 KG (SAL CON SABOR A MANTEQUILLA)",SAZONADOR PALOMITAS SABOR MANTEQUILLA,INS-91CD20F727,1 kg,,SAZONADOR CANADIENSE (385 GR),MEMBERS MARK,ABARROTES,145.43,67,REVISAR
"PORO, ASPECTO: FORMA ALARGADA, CON UN BULBO DE COLOR BLANCO EN UN EXTREMO Y HOJAS VERDES EN EL OTRO, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS Y SIN ROTURAS EN SU EPIDERMIS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PORO,INS-856C0F495A,1 kg,,,,,,45,FALTA_EN_CATALOGO
"PORTOBELLO, ASPECTO: SOMBRERO DE COLOR MARRÓN TOSTADO CARACTERÍSTICO, CARNE BLANCA, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: EXÓTICO, DULCE Y FRESCO CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: CARNE TERSA Y FIRME, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PORTOBELLO,INS-61CBB300CB,1 kg,,PORTOBELLO,KG,FRUTAS Y VERDURAS,253.05,100,YA_EN_CATALOGO
PREMEZCLA PARA PREPARAR BEBIDAS SABOR CHOCOLATE BOTE DE 2KG TOLERANCIA DE +/-10%,PREMEZCLA PREPARAR BEBIDAS SABOR CHOCOLATE,INS-928189EB18,2 kg,+/-10%,,,,,49,FALTA_EN_CATALOGO
"PULPA CONCENTRADO DE JUGO DE LIMÓN, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO JUGO LIMON,INS-DA4ED8F43B,1 lt,+/-10%,PULPA DE MARACUYA,KG,FRUTAS Y VERDURAS,116.68,62,REVISAR
"PULPA DE CONCENTRADO DE COCO - PIÑA, BOTELLA CON 1 LT CON TOLERANCIA DE +/-10% DESCRIPCIÓN",PULPA CONCENTRADO COCO PINA,INS-3D93C6519D,1 lt,+/-10%,PULPA DE MARACUYA,KG,FRUTAS Y VERDURAS,116.68,63,REVISAR
"PULPA DE CONCENTRADO DE FRESA, BOTELLA CON 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO FRESA,INS-90DD23316F,1 lt,+/-10%,PULPA DE MARACUYA,KG,FRUTAS Y VERDURAS,116.68,65,REVISAR
"PULPA DE CONCENTRADO DE FRUTOS ROJOS, BOTELLA CON 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO FRUTOS ROJOS,INS-D52C71F32F,1 lt,+/-10%,,,,,61,FALTA_EN_CATALOGO
"PULPA DE CONCENTRADO DE GUANÁBANA, BOTELLA CON 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO GUANABANA,INS-252DBC1F0D,1 lt,+/-10%,PULPA DE GUANABANA (1L),A GRANEL,ABARROTES,180.32,92,YA_EN_CATALOGO
"PULPA DE CONCENTRADO DE GUAYABA, BOTELLA CON 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO GUAYABA,INS-7277FF3EA9,1 lt,+/-10%,PULPA DE GUANABANA (1L),A GRANEL,ABARROTES,180.32,71,REVISAR
PULPA DE CONCENTRADO DE HORCHATA BOTELLA CON 1 LT CON TOLERANCIA DE +/-10%,PULPA CONCENTRADO HORCHATA,INS-8A5D9F3A40,1 lt,+/-10%,CONCENTRADO DE HORCHATA (1.8 LT),DELICIOSA,ABARROTES,180.32,69,REVISAR
"PULPA DE CONCENTRADO DE JAMAICA, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO JAMAICA,INS-E3FEC3EBAC,1 lt,+/-10%,CONCENTRADO DE JAMAICA (1.89 L),DELICIOSA,ABARROTES,262.14,69,REVISAR
"PULPA DE CONCENTRADO DE JUGO DE NARANJA, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO JUGO NARANJA,INS-814C9FBED0,1 lt,+/-10%,PULPA DE MARACUYA,KG,FRUTAS Y VERDURAS,116.68,63,REVISAR
"PULPA DE CONCENTRADO DE KIWI, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO KIWI,INS-649D8A6C90,1 lt,+/-10%,PULPA DE MANGO (1 LT),A GRANEL,ABARROTES,98.5,65,REVISAR
"PULPA DE CONCENTRADO DE MANDARINA, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO MANDARINA,INS-ED8779D2F7,1 lt,+/-10%,PULPA DE GUANABANA (1L),A GRANEL,ABARROTES,180.32,67,REVISAR
"PULPA DE CONCENTRADO DE MANGO, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO MANGO,INS-0824E589A7,1 lt,+/-10%,PULPA DE MANGO (1 LT),A GRANEL,ABARROTES,98.5,89,YA_EN_CATALOGO
"PULPA DE CONCENTRADO DE MARACUYÁ, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO MARACUYA,INS-352C633440,1 lt,+/-10%,PULPA DE MARACUYA,KG,FRUTAS Y VERDURAS,116.68,92,YA_EN_CATALOGO
"PULPA DE CONCENTRADO DE MIX DE BERRIES, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO MIX BERRIES,INS-A277FAF56A,1 lt,+/-10%,PULPA DE MARACUYA,KG,FRUTAS Y VERDURAS,116.68,62,REVISAR
"PULPA DE CONCENTRADO DE PIÑA COLADA, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO PINA COLADA,INS-60DF51E6CC,1 lt,+/-10%,CONCENTRADO DE PINA COLADA 5 L,DEL SOL,ABARROTES,787.12,70,REVISAR
"PULPA DE CONCENTRADO DE TAMARINDO, BOTELLA CON 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO TAMARINDO,INS-F38093CE52,1 lt,+/-10%,CONCENTRADO DE TAMARINDO (1.8 LT),DELICIOSA,ABARROTES,262.14,69,REVISAR
"PULPA DE CONCENTRADO DE ZARZAMORA, BOTELLA CON 1 LT CON TOLERANCIA DE +/-10%",PULPA CONCENTRADO ZARZAMORA,INS-482493646C,1 lt,+/-10%,PULPA DE GUANABANA (1L),A GRANEL,ABARROTES,180.32,62,REVISAR
"PULPA DE GUANÁBANA, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C, ASPECTO: DEBERÁ SER ATRACTIVO Y BIEN PRESENTABLE, COLOR BLANCO, SABOR: CARACTERÍSTICO CREMOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: TEXTURA SIMILAR AL ALGODÓN, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PULPA GUANABANA,INS-E4BA3E54F4,1 kg,,PULPA DE GUANABANA (1L),A GRANEL,ABARROTES,180.32,100,YA_EN_CATALOGO
"PULPA DE MANGO, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C, ASPECTO: DEBERÁ SER ATRACTIVO Y BIEN PRESENTABLE, COLOR AMARILLO-ANARANJADO BRILLANTE, SABOR: CARACTERÍSTICO JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: TEXTURA SUAVE CON POCO FIBRAS CARACTERÍSTICAS DEL MANGO, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PULPA MANGO,INS-B4E5112F8B,1 kg,,PULPA DE MANGO (1 LT),A GRANEL,ABARROTES,98.5,100,YA_EN_CATALOGO
"PULPA DE MARACUYÁ, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C, ASPECTO: DEBERÁ SER ATRACTIVO Y BIEN PRESENTABLE, COLOR ANARANJADO BRILLANTE, SABOR: CARACTERÍSTICO VISCOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: TEXTURA VISCOSA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PULPA MARACUYA,INS-45B8AF4B37,1 kg,,PULPA DE MARACUYA,KG,FRUTAS Y VERDURAS,116.68,100,YA_EN_CATALOGO
"PULPA DE TAMARINDO, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C, ASPECTO: DEBERÁ SER ATRACTIVO Y BIEN PRESENTABLE, COLOR MARRÓN, SABOR: CARACTERÍSTICO ACIDO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: TEXTURA GRUMOSA, LIBRE DE POLVO, TIERRA U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PULPA TAMARINDO,INS-CDBF81E7A2,1 kg,,PULPA DE TAMARINDO (1 LT),A GRANEL,ABARROTES,125.77,100,YA_EN_CATALOGO
"PURÉ DE TOMATE, TETRAPAK PRESENTACIÓN DE 1 KG CON TOLERANCIA DE +/-10%",PURE TOMATE TETRAPAK,INS-F40E781B6A,1 kg,+/-10%,,,,,52,FALTA_EN_CATALOGO
"QUELITES, ASPECTO: TALLO TIERNO, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS PEQUEÑAS DE COLOR VERDE OSCURO ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y CRUJIENTE CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",QUELITES,INS-A56E8586B0,1 kg,,,,,,50,FALTA_EN_CATALOGO
"QUESO PETIT SUISSE SABOR FRESA, EMPAQUE DE 42 GR PRIMERA CALIDAD CON TOLERANCIA DE +/-10% (DANONINO)",QUESO PETIT SUISSE SABOR FRESA EMPAQUE,INS-332FC3EED8,42 gr,+/-10%,QUESO DE CABRA CENIZA (140 GR),FLAVEUR,LACTEOS,116.68,62,REVISAR
"RÁBANO, ASPECTO: COLOR ROJO UNIFORME, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS Y SIN ROTURAS EN SU EPIDERMIS, SABOR: PICANTE CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES, SIN DESCRIPCIÓN ARRUGAS Y SIN RABO, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",RABANO,INS-A6E3E4AB8A,1 kg,,RABANOS,KG,FRUTAS Y VERDURAS,25.77,100,YA_EN_CATALOGO
"RAMBUTÁN, TEMPERATURA: NO MAYOR A 4°C NI MENOR A 0°C DEBERÁ ESTAR LIBRES DE POLVO, TIERRA U OTRAS MATERIAS INDESEABLES, LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO. SIN RUPTURA DE LA EPIDERMIS LIBRES DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, TEXTURA SUAVE PERO FIRME, UNIFORME POR TODA LA SUPERFICIE DE LA FRUTA, LA PIEL ES TERSA, SIN SEÑALES DE MARCHITAMIENTO NI DESHIDRATACIÓN, CON SU AROMA Y SABOR TÍPICOS DE LA VARIEDAD, PULPA JUGOSA Y AROMÁTICA DE SABOR DULCE, PRESENTACIÓN DE UNA BOLSA DE 1 KG",RAMBUTAN,INS-75D8938E85,1 kg,,FRAMBUESAS,KG,FRUTAS Y VERDURAS,407.59,67,REVISAR
"REDUCCIÓN DE VINAGRA BALSÁMICO, PRESENTACIÓN EN BOTELLA DE 0.250 ML",REDUCCION VINAGRA BALSAMICO,INS-98239D09D4,0.250 ml,,,,,,34,FALTA_EN_CATALOGO
"ROMANESCO /COLIFLOR, ASPECTO: GEOMETRICA FRACTAL, COLOR VERDE, HOJAS CON COLOR VERDE, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",ROMANESCO COLIFLOR,INS-58F278A299,1 kg,,,,,,51,FALTA_EN_CATALOGO
"ROMERITOS FRESCOS, ASPECTO: HOJAS SANAS, FRESCAS Y LISAS, SIN PRESENCIA DE HONGOS O PLAGAS, COLOR VERDE OSCURO BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y SUAVE CARACTERÍSTICO OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: HOJA DELGADA DE SUPERFICIE",ROMERITOS FRESCOS,INS-E9B1BAEE23,,,ROMERO,GRANEL,ABARROTES,71.23,67,REVISAR
"ROMERO FRESCO, ASPECTO: HOJA SANAS, FRESCAS Y LISAS, SIN PRESENCIA DE HONGOS O PLAGAS, COLOR VERDE OSCURO BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y SUAVE CARACTERÍSTICO OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",ROMERO,INS-14EAB191F2,1 kg,,ROMERO,GRANEL,ABARROTES,71.23,100,YA_EN_CATALOGO
"SABORIZANTE ARTIFICIAL VAINILLA, FRASCO CON 500 ML CON TOLERANCIA DE +/-10%",SABORIZANTE ARTIFICIAL VAINILLA,INS-A1400F24AF,500 ml,+/-10%,SABORIZANTE ARTIFICIAL DE VAINILLA (1 LT),GREAT VALUE,ABARROTES,47.59,100,YA_EN_CATALOGO
"SAL DE GUSANO DE MAGUEY, BOLSA DE 1 KILOGRAMO CON TOLERANCIA DE +/- 10%",SAL GUSANO MAGUEY KILOGRAMO,INS-571E675C37,1 kilogramo,+/-10%,,,,,45,FALTA_EN_CATALOGO
SAL DE MAR (SAL DE GRANO) PRESENTACIÓN EN BOLSA DE 1 KG DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10%,SAL MAR,INS-4BDBE6BB15,1 kg,+/-10%,SAL (1 KG),LA FINA,ABARROTES,30.54,89,YA_EN_CATALOGO
"SAL DE MESA REFINADA, BOLSA DE 1 KG CON TOLERANCIA DE +/-10%",SAL MESA REFINADA,INS-FFE7E764DB,1 kg,+/-10%,SAL (1 KG),LA FINA,ABARROTES,30.54,74,REVISAR
"SALSA CHAMOY, PRESENTACIÓN LIQUIDA EN BOTELLA DE 1 LT, CON TOLERANCIA DE +/-10%",SALSA CHAMOY,INS-7D8D8CF1D9,1 lt,+/-10%,SALSA CHAMOY (1 LT),MEGA,ABARROTES,68.32,100,YA_EN_CATALOGO
"SALSA DE CHILE HABANERO, PRESENTACIÓN FRASCO DE 150 ML",SALSA CHILE HABANERO,INS-152B97741D,150 ml,,CHILE HABANERO,KG,FRUTAS Y VERDURAS,143.95,67,REVISAR
SALSA DE OSTIÓN PRESENTACIÓN DE 770 GRAMOS,SALSA OSTION,INS-13DF5C6008,770 gramos,,SALSA EN POLVO CON LIMON BAJO EN SODIO (142 G),TAJIN,ABARROTES,83.95,70,REVISAR
SALSA DE SOYA BOTELLA CON 1.89 LT CON TOLERANCIA DE +/-10%,SALSA SOYA,INS-06F57E0BF2,1.89 lt,+/-10%,SALSA DE SOYA (2 L),MEMBERS MARK,ABARROTES,469.06,100,YA_EN_CATALOGO
"SALSA DE SOYA SAZONADA CON CÍTRICOS TIPO PONZU, BOTELLA CON 296 ML CON TOLERANCIA DE +/-10%",SALSA SOYA SAZONADA CITRICOS PONZU,INS-37045DC771,296 ml,+/-10%,SALSA DE SOYA (2 L),MEMBERS MARK,ABARROTES,469.06,82,YA_EN_CATALOGO
"SALSA DE TOMATE, PRESENTACIÓN EN LATA DE 3 KG, CON TOLERANCIA DE +/-10%",SALSA TOMATE,INS-DF7BEA2278,3 kg,+/-10%,PASTA DE TOMATE (3 KG),LA COSTENA,ABARROTES,334.68,83,YA_EN_CATALOGO
SALSA DEMIGLACE (RES) PRESENTACIÓN EN BOTE CONSISTENCIA EN POLVO DE 1.2 KG,SALSA DEMIGLACE,INS-AA9651447E,1.2 kg,,SALSA BBQ (4.3),HUNTS,ABARROTES,480.23,66,REVISAR
"SALSA PARA PIZZA, PRESENTACIÓN EN LATA DE 3 KG",SALSA PIZZA,INS-DF26FF5541,3 kg,,SAL (1 KG),LA FINA,ABARROTES,30.54,66,REVISAR
"SALSA PICANTE HECHA A BASE DE AGUA, CHILE SECO DE ÁRBOL, ÁCIDO ACÉTICO, SAL YODADA, CONDIMENTOS, ESPECIAS Y 0.1% BENZOATO DE SODIO COMO CONSERVADOR, PRESENTACIÓN BOTELLA CON 370 ML CON TOLERANCIA DE +/-10%",SALSA PICANTE HECHA BASE AGUA CHILE SECO ARBOL ACIDO,INS-46F572F0F4,370 ml,+/-10%,,,,,43,FALTA_EN_CATALOGO
"SALSA PICANTE ELABORADA A BASE DE CHILE, PRESENTACIÓN FRASCO DE 60 ML",SALSA PICANTE ELABORADA BASE CHILE,INS-953DF61126,60 ml,,,,,,46,FALTA_EN_CATALOGO
